City_ID,City,Country,Max Temp,Lat,Lng,Hotel Name
57,Kahului,US,73.85,20.8947,-156.47,Maui Seaside Hotel
58,Butaritari,KI,82.67,3.0707,172.7902,Isles Sunset Lodge
59,Kourou,GF,80.11,5.1552,-52.6478,Lodge TAKINI4 Guesthouse KOUROU FGU
60,Port Alfred,ZA,74.28,-33.5906,26.891,The Halyards Hotel
61,Jamestown,US,26.51,42.097,-79.2353,Hampton Inn & Suites Jamestown
62,Havoysund,NO,31.08,70.9963,24.6622,Arctic View Glamping & Restaurant
63,Marsaxlokk,MT,57.07,35.8419,14.5431,Water's Edge
64,Cape Town,ZA,65.08,-33.9258,18.4232,"Radisson Blu Hotel Waterfront, Cape Town"
66,Cidreira,BR,66.0,-30.1811,-50.2056,Hotel Castelo
67,Hasaki,JP,46.62,35.7333,140.8333,Inubosaki Kanko Hotel
69,Souillac,MU,80.98,-20.5167,57.5167,Shanti Maurice Resort & Spa
71,Ushuaia,AR,56.12,-54.8,-68.3,Albatross Hotel
72,Arraial Do Cabo,BR,74.39,-22.9661,-42.0278,Pousada Porto Praia
73,Komsomolskiy,UZ,40.35,40.4272,71.7189,Ikathouse
74,Avarua,CK,78.85,-21.2078,-159.775,Paradise Inn
75,Ubata,BR,69.71,-14.2139,-39.5228,Pousada Caique
76,Ardon,RU,28.53,43.17,44.29,Blossom
79,San Cristobal,VE,66.16,7.7669,-72.225,Pirineos
80,Galle,LK,82.92,6.0367,80.217,Amangalla
81,Port-Gentil,GA,80.28,-0.7193,8.7815,Fengshui Residence
82,Lebu,CL,59.81,-37.6167,-73.65,Hostal Las Lilas
84,Kondoa,TZ,63.0,-4.9,35.7833,Bab Al Shams Inland Lodge
85,Usinsk,RU,7.07,65.9939,57.5281,Dobro Pozhalovaty
87,Lompoc,US,63.12,34.6391,-120.4579,"Holiday Inn Express Lompoc, an IHG Hotel"
88,Carlsbad,US,67.05,33.1581,-117.3506,Carlsbad Inn Beach Resort
89,Conceicao Do Araguaia,BR,72.55,-8.2578,-49.2647,Tarumã Tropical Hotel
90,Mehamn,NO,25.14,71.0357,27.8492,Mehamn Arctic Hotel AS
91,Acarau,BR,77.13,-2.8856,-40.12,castelo pizzaria
94,Hermanus,ZA,65.8,-34.4187,19.2345,Misty Waves Boutique Hotel
95,Pontianak,ID,85.98,-0.0333,109.3333,Aston Pontianak Hotel & Convention Center
98,San Patricio,US,55.26,28.017,-97.5169,"Motel 6 Sinton, TX"
99,Bluff,NZ,59.81,-46.6,168.3333,Bluff Homestead - Guesthouse & Campervan Park
100,Ca Mau,VN,92.98,9.1769,105.15,Khách Sạn Mường Thanh Luxury Cà Mau
101,Singapore,SG,85.86,1.2897,103.8501,The Fullerton Hotel Singapore
102,Muskegon,US,25.9,43.3,-86.1334,Timberline Estates
103,Touros,BR,76.1,-5.1989,-35.4608,INN NEW HORIZON
104,Kamien Pomorski,PL,40.5,53.9685,14.7726,Mieszko II
106,Puerto Del Rosario,ES,67.68,28.5004,-13.8627,Hotel JM Puerto del Rosario
107,Omboue,GA,77.47,-1.5746,9.2618,Hotel Olako
109,Schertz,US,47.03,29.5522,-98.2697,Super 8 by Wyndham Universal City
110,Codrington,AU,88.23,-38.2667,141.9667,Codrington Gardens Bed And Breakfast
111,Trairi,BR,76.87,-3.2778,-39.2689,janelas do mar
112,Mangrol,IN,71.62,21.1167,70.1167,Hotel The Royal Honours
113,Ohara,JP,44.89,35.25,140.3833,Sakigake
114,Matay,EG,50.95,28.419,30.7792,Nag Aespen
115,Cockburn Town,TC,77.05,21.4612,-71.1419,Osprey Beach Hotel
116,Alexandria,EG,54.77,31.2156,29.9553,Royal Crown Hotel
117,Koutsouras,GR,60.12,35.0339,25.9469,The White Houses
120,Hithadhoo,MV,82.99,-0.6,73.0833,Scoop Guest House
121,Hofn,IS,29.73,64.2539,-15.2082,Hótel Höfn
122,Cayenne,GF,80.1,4.9333,-52.3333,Hôtel Le Dronmi
123,Quatre Cocos,MU,82.51,-20.2078,57.7625,Sunrise Attitude Hotel
124,Kodiak,US,36.91,57.79,-152.4072,Best Western Kodiak Inn And Convention Center
125,High Level,CA,6.91,58.5169,-117.136,Days Inn by Wyndham High Level
126,Barinas,VE,76.93,8.6226,-70.2075,Hotel Mastranto Suite
127,Ihosy,MG,70.56,-22.4,46.1167,Hotely Sariaka
128,Valdivia,CL,55.24,-39.8142,-73.2459,Hostal Entre Rios
129,Kavieng,PG,85.01,-2.5744,150.7967,Nusa Island Retreat
130,Faanui,PF,81.48,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
131,Kruisfontein,ZA,70.9,-34.0033,24.7314,Oyster Bay House Rental
132,Tres Lagoas,BR,68.5,-20.7511,-51.6783,Druds Express Hotel
133,Dingle,PH,85.68,10.9995,122.6711,SEGAYA PROPERTY
135,Geraldton,AU,82.81,-28.7667,114.6,Broadwater Mariner Resort
136,Puerto Ayora,EC,72.25,-0.7393,-90.3518,Finch Bay Galapagos Hotel
137,Havelock,US,43.03,34.8791,-76.9013,Sherwood Motel
138,Kulu,TR,31.73,39.0951,33.0799,Kapadokya Motel
139,Los Mochis,MX,59.07,25.7667,-108.9667,Hotel Fénix Sinaloa
140,Vila Franca Do Campo,PT,59.2,37.7167,-25.4333,Pestana Bahia Praia
141,Port Keats,AU,88.52,-14.25,129.55,TDC Village (Hundred Man Camp)
142,Meulaboh,ID,85.41,4.1363,96.1285,Kost Pria
143,Papara,BR,79.68,-3.9839,-38.7273,Bela vista Maranguape
144,Galich,RU,26.49,58.3797,42.3475,Galich-Rus'-Otel'
145,Mitsamiouli,KM,82.69,-11.3847,43.2844,Foyer ADM
146,Carutapera,BR,75.7,-1.195,-46.02,Lidera
147,Carnarvon,AU,86.05,-24.8667,113.6333,Hospitality Carnarvon
148,Rio Claro,BR,61.81,-22.4114,-47.5614,Hotel Vivendas Rio Claro by Atlantica
149,Warri,NG,74.57,5.5167,5.75,BON Hotel Delta
150,Grindavik,IS,28.87,63.8424,-22.4338,Northern Light Inn & Max's Restaurant
151,Saldanha,ZA,63.19,-33.0117,17.9442,Blue Bay Lodge
152,Bucerias,MX,65.61,20.75,-105.3333,Royal Decameron Complex - Puerto Vallarta
154,Vila Velha,BR,78.75,-20.3297,-40.2925,Hotel Vitória Palace
155,Lerwick,GB,42.8,60.1545,-1.1494,The Lerwick Hotel
